net,length_um
clknet_5_28__leaf_clk,369.47
net71,367.35
_1532_,367.28
RF.registers\[5\]\[24\],367.08
_1993_,366.63
_0912_,366.46
_1518_,366.04
net274,366.02
_1189_,365.905
_0920_,365.77
_1516_,365.74
RF.registers\[5\]\[28\],365.56
net255,365.56
_0483_,364.92
_0757_,364.8
_2147_,364.52
_0837_,364.44
_1697_,364.32
RF.registers\[7\]\[25\],364.08
_0263_,363.86
_0601_,363.68
_1869_,362.96
_1942_,362.96
_2038_,362.02
_0220_,361.72
_1356_,361.62
net467,361.48
_1500_,361.34
_1560_,360.09
_1665_,360.06
_0727_,359.36
_1445_,359.18
_1617_,359.02
_0096_,358.66
_1757_,358.18
_1799_,357.9
_1688_,357.88
_1862_,357.64
net7,357.32
_1145_,356.4
_2243_,356.38
_0800_,355.75
_2039_,355.72
net188,355.64
_0368_,355.04
_1418_,354.58
_1121_,353.94
_0055_,352.75
_0045_,352.2
net195,351.88
_2122_,351.66
net241,351.62
net80,351.58
_0429_,351.06
_0668_,350.66
net260,350.18
net522,349.88
_1935_,349.76
_0086_,349.58
_0783_,349.58
_0149_,349.5
_1564_,349.28
net235,349.08
_1036_,348.38
_2059_,347.54
_0021_,347.02
_0614_,346.92
_1001_,346.88
net226,346.88
_0163_,346.76
_1830_,346.66
net364,346.48
_0305_,346.2
_1991_,346.02
_0806_,345.34
_0745_,345.24
_1067_,344.96
_1063_,344.74
net229,344.62
_1736_,344.31
_0588_,343.9
_1543_,343.82
RF.registers\[15\]\[17\],343.52
net537,342.9
net231,341.82
_1498_,341.3
net159,340.65
net596,340.34
_0245_,339.82
clknet_5_9__leaf_clk,339.82
_0750_,339.8
ID.pc\[2\],339.52
_1267_,339.22
_1463_,338.98
_1870_,338.29
_2272_,337.54
_0501_,337.52
net532,336.88
_2032_,336.8
_2215_,336.6
net238,336.44
_2265_,336.32
_2286_,334.28
net525,333.54
_0670_,333.02
_0850_,332.52
net472,331.87
_0309_,331.82
clknet_5_22__leaf_clk,331.66
_0749_,330.96
_1248_,330.86
_1558_,330.8
_2100_,330.7
_0119_,330.64
_0775_,330.39
_0354_,330.34
_1214_,330.26
_2073_,329.7
RF.registers\[5\]\[3\],329.51
RF.registers\[10\]\[21\],329.1
_1345_,329.06
_1904_,328.54
_1370_,328.42
_0026_,328.305
_1037_,328.28
net553,327.9
_1940_,327.78
net471,327.76
_0903_,327.64
net104,327.14
_2253_,327.055
net252,326.68
_1110_,326.56
_2276_,326.28
_0599_,325.96
net178,325.68
_1093_,325.54
_0136_,325.44
_0349_,325.26
_0134_,324.48
_1883_,324.36
_0465_,323.8
_0951_,323.58
_0977_,323.1
_1239_,322.82
_0132_,322.74
_0125_,322.66
RF.registers\[8\]\[15\],322.32
_0138_,321.68
_0411_,321.075
RF.registers\[8\]\[28\],320.92
_0412_,320.88
_1032_,320.86
_1213_,320.82
_0759_,320.36
_2068_,319.88
_0223_,319.1
_0056_,318.83
_1838_,318.8
net343,318.09
net345,318.06
_0415_,317.56
_1878_,317.52
net276,317.4
net470,317.04
_1557_,315.78
_0387_,315.5
SSD.count\[11\],314.72
_1815_,313.36
net473,313.27
_0161_,312.82
_0346_,312.46
_0169_,312.42
_2070_,312.36
_1188_,311.66
_1550_,310.8
_1165_,310.42
_0252_,310.34
_0672_,308.41
net232,308.32
_1921_,308.26
_0469_,308.08
_0879_,307.52
_1193_,307.18
_1950_,307.12
_1051_,306.61
RF.registers\[15\]\[30\],305.84
_0499_,305.7
_0889_,305.22
_0141_,305.08
clknet_5_25__leaf_clk,305
_0393_,303.84
net541,303.68
net295,303.34
_1763_,303.24
RF.registers\[4\]\[9\],303.18
_1197_,303.14
_1210_,301.74
net187,301.65
_1338_,300.76
_2132_,300.68
net100,300.42
_2182_,300.32
_0870_,299.94
net378,299.7
_1430_,299.6
net550,299.06
_0762_,299.02
_1287_,298.18
_0203_,297.24
net147,297.08
_0321_,296.98
_1602_,296.94
net272,296.9
_1347_,296.84
_0162_,296.74
_1157_,296.49
_1180_,295.62
net269,295.18
net301,295.04
_1426_,294.92
_0700_,294.6
net546,294.6
_0576_,294.1
_2145_,293.76
_0097_,293.6
net253,292.68
_2110_,292.58
net323,292.5
_0127_,292.06
_0799_,291.39
net149,291.18
_1009_,290.98
_1176_,290.58
_1533_,290.02
_1276_,289.52
_0025_,288.3
_1977_,287.93
_1230_,287.64
_0643_,287.59
RF.registers\[20\]\[10\],286.84
_2303_,286.48
net344,286.475
_2118_,286.02
net306,285.6
_1873_,284.42
_0811_,284.2
_1624_,283.88
_1535_,283.58
_1004_,283.08
_2183_,282.98
_1147_,282.3
_0310_,282.26
net551,282.26
_2177_,282.25
net524,282.24
_1814_,282.1
_0232_,281.4
net146,281.34
_1639_,281.24
_1937_,281.22
net83,280.12
_0409_,280.06
_1346_,279.7
_1657_,279.5
net284,278.14
_1651_,277.88
_0985_,277.55
RF.registers\[5\]\[31\],277.42
_0805_,276.86
_2064_,276.53
_1855_,276.44
net312,275.78
_1331_,275.6
_0722_,275.48
_1361_,275.32
RF.registers\[15\]\[29\],274.9
_0666_,274.56
_1529_,274.34
net540,273.94
net234,273.84
net266,272.82
_1039_,272.14
_1788_,271.9
net228,271.46
_1953_,271
_0296_,270.84
net311,270.46
_0363_,269.72
_0285_,269.3
_2268_,268.52
_1765_,268.42
net294,268
_0313_,267.7
_2223_,267.48
_0158_,266.78
_2220_,266.32
net309,265.68
net303,265.4
_0995_,265.37
_1894_,264.78
_0996_,263.94
_1636_,263.92
net125,263.6
_1034_,262.52
_1148_,262.46
_0402_,262.22
_0782_,261.81
_2290_,260.94
net215,259.415
_1561_,259.01
_1619_,258.7
_1450_,258.18
_2280_,258.18
net283,257.14
_0640_,256.92
_1943_,256.8
_0315_,256.08
_0444_,256.02
_1698_,254.96
_0257_,253.44
_2195_,253.16
_1945_,252.22
_0796_,252.14
_1692_,252.08
_1324_,251.44
net505,250.86
_1949_,250.8
_0507_,250.28
_0674_,250.06
RF.registers\[10\]\[2\],249.84
_1295_,249.82
net346,249.4
_1407_,249.04
_1216_,248.46
_0651_,247.54
_0251_,247.28
_1244_,247.24
_0537_,247.22
net277,246.98
net463,246.5
net122,246.42
_1494_,245.34
_0085_,244.76
_0278_,244.72
_0298_,244.38
_0948_,244.24
_1896_,243.64
net460,243.08
_0131_,243.06
_0197_,242.68
_1079_,242.52
_1043_,242.44
net221,242
_1198_,241.74
_1805_,241.7
_2121_,241.535
_1966_,241.2
_1825_,240.96
_1963_,240.88
_1381_,240.64
net310,240.38
_1607_,239.78
_1339_,239.56
_1798_,238.9
_0546_,238.26
_2184_,238.05
net413,237.98
_0846_,237.84
_2314_,237.62
_0808_,236.76
_0838_,236.66
_1296_,236
_0542_,235.995
_2217_,233.96
_1155_,233.32
_1623_,232.44
_0268_,231.98
net504,231.52
_0874_,231.04
RF.registers\[4\]\[20\],230.88
RF.registers\[20\]\[23\],229.86
_0962_,229.74
_2172_,229.72
_1948_,229.7
net508,229.26
_0205_,227.88
net503,227.5
_1187_,226.18
_0171_,225.6
net367,225.42
net507,225.4
_0916_,225.38
_1044_,225.28
net124,224.52
_0719_,224.38
_1975_,224.16
_1843_,223.16
_0367_,222.94
_1671_,222.26
_1908_,221.72
net121,221.7
_1464_,221.5
net574,221.34
_0355_,221.1
_1582_,220.94
net55,220.06
_1168_,219.26
_0810_,219
_0172_,218.655
_0279_,218.54
_1939_,217.92
_0790_,217.28
_2227_,216.9
_0642_,216.66
_0945_,216.505
net120,215.64
_1266_,215.52
_1888_,215.06
net458,214.94
net573,213.94
_0603_,213.6
_0084_,213.58
net327,212.96
_1517_,212.8
net302,212.4
_1099_,211.35
_1668_,211.24
_1427_,211.04
net281,210.64
_0634_,210.34
_1343_,209.9
net270,209.28
_2170_,209.27
_0858_,208.76
_1062_,208.68
_1241_,208.48
_1326_,208.38
net332,207.86
_0266_,207.3
_1926_,207
_1269_,206.92
net462,206.12
_0362_,205.96
net335,205.94
_1149_,205.08
_0312_,205.025
net329,204.98
_2079_,204.79
_2139_,204.34
net544,203.98
_0819_,203.83
net331,202.7
net326,202.58
net333,202.24
net545,201.95
_1816_,201.77
_2128_,201.6
_1790_,201.29
net547,201.15
_1275_,200.42
net148,199.48
net502,198.68
_1913_,197.96
_2098_,197.96
_1670_,197
_0514_,196.58
_0124_,196.35
net461,194.92
_0726_,194.82
_1595_,193.35
net330,192.98
_1728_,192.94
_0389_,191.66
_0099_,191.34
_1080_,190.18
_1398_,188.36
_1040_,187.9
_2102_,187.02
_1496_,186.84
_0222_,186.8
_0473_,186.2
_1578_,186.18
_0264_,185.78
_1492_,184.64
clknet_4_6_0_clk,184.2
_0435_,183.94
_1182_,183.14
_1867_,182.8
_1131_,182.5
_1723_,182.44
_1819_,182.16
_0905_,181.97
_1572_,181.82
_2296_,181.7
_1391_,180.08
_1053_,179.99
_2088_,179.64
_1847_,179.56
RF.registers\[10\]\[9\],179.4
_1497_,178.28
_0716_,177.96
_2278_,177.76
clknet_4_9_0_clk,176.77
_1727_,176.34
_0697_,176.31
_1774_,176.24
net404,175.62
_1973_,175.38
_1470_,174.7
RF.registers\[20\]\[18\],174.14
_1282_,173.28
_0842_,172.86
_1152_,172.78
_2009_,172.16
clknet_4_14_0_clk,172.13
_1864_,172.02
clknet_4_1_0_clk,171.7
clknet_4_13_0_clk,171.7
clknet_4_5_0_clk,170.95
clknet_4_8_0_clk,170.93
_2013_,170.2
_1421_,170.12
net548,170.12
_1017_,169.96
_1112_,169.65
_1895_,169.58
clknet_4_4_0_clk,168.91
_1055_,167.6
clknet_4_12_0_clk,166.62
net459,166.44
_1291_,166.08
clknet_4_7_0_clk,165.91
_2258_,165.22
_2269_,164.34
_0308_,163.52
clknet_4_2_0_clk,163.41
_1642_,162.7
_0105_,162.36
clknet_4_15_0_clk,162.17
_1314_,161.46
_0165_,161.325
clknet_4_10_0_clk,161.09
_1042_,161.04
_0470_,158.22
net225,157.82
clknet_4_3_0_clk,157.64
_0440_,157.44
_1778_,157.2
_0341_,157.18
_0069_,156.4
clknet_4_0_0_clk,155.75
_0437_,155.7
clknet_4_11_0_clk,155.39
_1797_,154.88
_1784_,154.52
net123,153.92
_0752_,153.44
net227,153.28
_0082_,153.04
_0684_,152.84
net267,152.7
_1408_,150.74
_1299_,149.84
_1336_,149.58
_1906_,149.52
_1031_,148.45
_1460_,147.34
net660,145.32
_2056_,144.46
_1678_,143.9
_0823_,143.76
_1576_,143.42
_1959_,142.38
_2299_,142.12
_1512_,141.84
_0248_,141.42
_1226_,140.92
net549,140.58
_0845_,139.475
_1307_,138.72
_2214_,138.68
_1638_,137.72
_1915_,134.52
_0696_,133.3
_0029_,131.905
_1333_,131.82
_0560_,130.96
_0016_,129.86
_0410_,128.66
_1250_,128.5
_1754_,127.94
net325,127.93
_2181_,126.32
_1856_,125.64
_0035_,125.48
_1599_,125.3
_1605_,125.22
_1608_,123.48
_0931_,123.02
_1264_,122.92
_2097_,122.42
_0910_,122.02
net328,118.02
_0206_,118
net10,117.72
_0699_,117.22
net183,116.54
_1554_,116.44
_1126_,115.46
_1877_,113.91
_0388_,113.54
net230,113.18
_0051_,111.02
_0289_,110.9
_1673_,110.82
net233,110.68
RF.registers\[5\]\[17\],109.44
_1404_,109.4
_1669_,109.16
_2311_,107.08
_1741_,106.98
_1077_,106.36
RF.registers\[4\]\[27\],106.32
_0130_,105.82
_1732_,105.54
_0527_,104.51
net239,104.48
_0267_,102.425
net334,102.38
_0038_,101.6
_1707_,100.68
_1604_,99.98
_0233_,99.24
RF.registers\[10\]\[29\],98.74
_1468_,98.2
_1680_,97.64
_0911_,96.24
_1641_,96.18
_2071_,92.66
_1205_,92.51
_0239_,91.44
_0333_,90.82
RF.registers\[25\]\[27\],90.62
_0650_,89.66
_0240_,88.9
RF.registers\[7\]\[31\],85.86
RF.registers\[5\]\[12\],85.36
_0154_,84.7
_0818_,84.7
_0595_,84.14
_2241_,83.48
_1499_,83.16
net271,80.88
_0504_,79.18
_1433_,79.06
_0361_,78.58
_1514_,78.46
RF.registers\[6\]\[12\],77.24
_0573_,77.12
_1597_,76.3
_1191_,74.44
_1804_,72.8
_1139_,72.6
clknet_leaf_214_clk,72.58
_1735_,72.52
_0877_,72.2
_1771_,70.66
clknet_leaf_13_clk,69.6
_0893_,68.7
_0883_,67.7
_0784_,66.98
_0587_,66.92
_1912_,65.82
_1014_,65.46
clknet_leaf_243_clk,65
net506,64.9
clknet_leaf_23_clk,64.16
_1863_,63.96
RF.registers\[7\]\[14\],63.12
_1859_,62.92
_1245_,61.98
_0713_,61.02
_1348_,60.7
_0652_,58.52
_1487_,57.56
clknet_leaf_11_clk,57.44
_1932_,57.34
RF.registers\[6\]\[0\],56.76
clknet_leaf_215_clk,56.3
clknet_leaf_122_clk,56.08
clknet_leaf_42_clk,55.94
_0112_,54.21
_1162_,53.7
RF.registers\[0\]\[18\],53.32
clknet_leaf_20_clk,52.96
_1880_,52.42
_1432_,52.38
_1694_,52.32
clknet_leaf_173_clk,52.22
clknet_leaf_240_clk,51.8
_0008_,50.42
clknet_leaf_128_clk,50.04
clknet_leaf_194_clk,49.82
_2162_,49.8
_1553_,49.36
_1372_,49.34
clknet_leaf_229_clk,48.9
clknet_leaf_90_clk,48.22
clknet_leaf_98_clk,47.66
clknet_leaf_65_clk,47.38
clknet_leaf_96_clk,47.34
clknet_leaf_58_clk,47.3
_2107_,46.68
clknet_leaf_66_clk,46.48
clknet_leaf_102_clk,46.48
RF.registers\[5\]\[7\],46.16
_0133_,45.905
clknet_leaf_74_clk,45.76
clknet_leaf_39_clk,45.04
clknet_leaf_230_clk,44.775
clknet_leaf_68_clk,44.6
clknet_leaf_57_clk,44
clknet_leaf_82_clk,43.76
clknet_leaf_198_clk,43.76
_1860_,43.3
clknet_leaf_7_clk,41.88
clknet_leaf_47_clk,41.86
clknet_leaf_99_clk,41.62
_1440_,41.52
clknet_leaf_25_clk,41.32
clknet_leaf_10_clk,40.98
clknet_leaf_119_clk,40.66
_0054_,39.7
clknet_leaf_151_clk,39.36
clknet_leaf_55_clk,39.2
clknet_leaf_85_clk,38.84
clknet_leaf_2_clk,38.66
clknet_leaf_191_clk,38.345
clknet_leaf_159_clk,38.32
clknet_leaf_143_clk,38.305
clknet_leaf_60_clk,37.9
RF.registers\[7\]\[19\],37.24
clknet_leaf_156_clk,37.06
clknet_leaf_140_clk,36.975
clknet_leaf_134_clk,36.56
_1218_,36.46
clknet_leaf_43_clk,36.3
clknet_leaf_131_clk,36.26
clknet_leaf_22_clk,35.98
clknet_leaf_97_clk,35.64
clknet_leaf_220_clk,35.3
clknet_leaf_154_clk,35.04
clknet_leaf_107_clk,34.8
clknet_leaf_49_clk,34.6
_2048_,34.48
clknet_leaf_180_clk,34.42
clknet_leaf_222_clk,34.34
_1183_,34.32
clknet_leaf_14_clk,33.76
clknet_leaf_127_clk,33.46
clknet_leaf_71_clk,33.22
_0462_,33
clknet_leaf_138_clk,32.175
clknet_leaf_86_clk,31.92
clknet_leaf_236_clk,31.84
_0536_,31.78
clknet_leaf_116_clk,31.66
_1409_,31.02
clknet_leaf_103_clk,30.96
net8,30.56
clknet_leaf_200_clk,30.16
clknet_leaf_120_clk,29.78
clknet_leaf_61_clk,29.705
clknet_leaf_186_clk,29.44
clknet_leaf_137_clk,29.16
clknet_leaf_50_clk,28.78
clknet_leaf_84_clk,28.7
clknet_leaf_106_clk,28.28
clknet_leaf_237_clk,28.28
clknet_leaf_152_clk,28.24
clknet_leaf_32_clk,27.4
clknet_leaf_167_clk,27.32
_1160_,26.64
clknet_leaf_133_clk,26.52
clknet_leaf_146_clk,26.06
clknet_leaf_221_clk,26.06
clknet_leaf_124_clk,25.18
clknet_leaf_219_clk,24.68
clknet_leaf_109_clk,23.88
_1656_,23.78
clknet_leaf_69_clk,23.76
clknet_leaf_223_clk,23.76
clknet_leaf_28_clk,23.755
clknet_leaf_117_clk,23.3
clknet_leaf_187_clk,22.92
clknet_leaf_203_clk,22.9
clknet_leaf_105_clk,22.8
clknet_leaf_91_clk,22.5
clknet_leaf_45_clk,22.38
clknet_leaf_101_clk,22.3
clknet_leaf_89_clk,22
clknet_leaf_63_clk,20.16
_0178_,19.6
clknet_leaf_15_clk,16.6
clknet_leaf_165_clk,16.52
clknet_leaf_79_clk,16.48
clknet_leaf_135_clk,16.36
_2160_,14.4
clknet_leaf_73_clk,13.88
clknet_leaf_233_clk,13.72
clknet_leaf_83_clk,13.62
clknet_leaf_87_clk,13.34
_0753_,13.32
clknet_leaf_123_clk,13.04
_1259_,12.98
clknet_leaf_183_clk,12.88
clknet_leaf_72_clk,12.46
clknet_leaf_110_clk,12.42
clknet_leaf_181_clk,11.235
clknet_leaf_196_clk,11.12
clknet_leaf_30_clk,11.04
RF.registers\[10\]\[24\],10.88
clknet_leaf_227_clk,10.2
clknet_leaf_232_clk,9.74
_0681_,9.04
clknet_leaf_211_clk,8.82
clknet_leaf_17_clk,8.36
RF.registers\[6\]\[1\],8.04
clknet_leaf_178_clk,7.28
_1349_,6.74
an[0],6.21
an[1],6.21
an[2],6.21
an[3],6.21
seg_out[0],6.21
seg_out[1],6.21
seg_out[2],6.21
seg_out[3],6.21
seg_out[4],6.21
seg_out[5],6.21
seg_out[6],6.21
clknet_leaf_27_clk,6.06
clknet_leaf_26_clk,6.02
reset,5.97
_1537_,5.84
RF.registers\[7\]\[0\],5.68
RF.registers\[5\]\[4\],5.48
_1681_,5.38
_1280_,5.22
_0550_,4.92
_1419_,4.92
SSD.sel\[1\],4.88
control,4.61
_1770_,4.6
RF.registers\[7\]\[26\],4.58
_1674_,4.48
_1082_,4.46
_0456_,4.34
_1325_,4.22
_0582_,3.98
RF.registers\[5\]\[21\],3.76
RF.registers\[15\]\[3\],3.64
RF.registers\[7\]\[10\],3.3
_1092_,3.08
_0848_,2.96
_0679_,2.62
_0616_,2.3
_1574_,2.16
_1776_,1.82
RF.registers\[4\]\[3\],1.72
_1129_,1.7
_1353_,1.36
_0744_,1.14
_2248_,0.46
